movie_id,genre
11535,Thriller
10550,Action
10550,Adventure
10550,Thriller
11258,Thriller
12610,Adventure
12610,Animation
12610,Action
12610,Comedy
12610,Family
59981,Animation
59981,Music
59981,Family
201088,Crime
201088,Drama
201088,Mystery
5137,Mystery
5137,Action
5137,Thriller
5137,Science Fiction
5137,Adventure
3093,Crime
3093,Mystery
3093,Thriller
107846,Action
107846,Thriller
188207,Action
188207,Adventure
4614,Thriller
4614,Action
4614,Drama
24021,Adventure
24021,Fantasy
24021,Drama
24021,Romance
11371,Action
11371,Crime
11371,Thriller
20352,Animation
20352,Family
11517,Action
11517,Comedy
11517,Crime
214756,Comedy
26428,Adventure
26428,Drama
26428,History
9824,Adventure
9824,Fantasy
9824,Action
9824,Comedy
9824,Science Fiction
48988,Comedy
9008,Drama
9008,Thriller
300673,Action
300673,Drama
300673,History
300673,Thriller
12113,Action
12113,Drama
12113,Thriller
38778,Comedy
72331,Action
72331,Fantasy
72331,Horror
1844,Romance
1844,Drama
1844,Mystery
846,Mystery
846,Science Fiction
846,Thriller
9703,Action
9703,Adventure
9703,Fantasy
9703,War
857,Drama
857,History
857,War
136797,Action
136797,Crime
136797,Drama
136797,Thriller
3981,Comedy
3981,Romance
425,Animation
425,Comedy
425,Family
425,Adventure
6171,Drama
6171,Horror
6171,Science Fiction
6171,Thriller
72976,History
72976,Drama
603,Action
603,Science Fiction
568,Drama
9021,Fantasy
9021,Comedy
9021,Family
82695,Drama
82695,Music
82695,Romance
9489,Comedy
9489,Romance
12133,Comedy
9342,Action
9342,Adventure
41733,Comedy
41733,Drama
227306,Drama
227306,War
5551,Action
5551,Adventure
5551,Thriller
9350,Action
9350,Adventure
9350,Thriller
9208,Action
9208,Adventure
9208,Drama
9208,Thriller
4244,Fantasy
4244,Comedy
4244,Family
1852,Drama
1852,History
1852,Thriller
11820,Drama
11820,Romance
76493,Comedy
345,Mystery
345,Drama
196867,Comedy
196867,Drama
196867,Family
256591,Romance
256591,Comedy
256591,Crime
256591,Drama
59962,Action
59962,Comedy
59962,Romance
36648,Science Fiction
36648,Action
36648,Horror
36648,Thriller
36648,Adventure
36648,Fantasy
1880,Action
1880,Thriller
9440,Comedy
9440,Drama
71679,Action
71679,Horror
71679,Science Fiction
10483,Action
10483,Thriller
10483,Science Fiction
11412,Crime
11412,Action
11412,Mystery
11412,Thriller
11983,Action
11983,Adventure
11983,Drama
11983,Romance
11983,Thriller
6795,Family
6795,Fantasy
6795,Science Fiction
6795,Adventure
550,Drama
11170,Drama
9292,Action
9292,Adventure
9292,Comedy
10783,Action
10783,Adventure
10783,Comedy
10783,Crime
10783,Romance
10783,Thriller
100241,Horror
100241,Thriller
257,Crime
257,Drama
257,Family
9947,Action
9947,Fantasy
189,Crime
189,Thriller
12618,Drama
12618,Romance
253412,Adventure
253412,Drama
1427,Crime
1427,Fantasy
1427,Drama
818,Comedy
818,Crime
818,Science Fiction
16577,Animation
16577,Action
16577,Family
16577,Science Fiction
329,Adventure
329,Science Fiction
12160,Drama
12160,Action
12160,Western
9331,Action
9331,Drama
9331,Thriller
300168,Action
300168,Drama
300168,Adventure
9072,Comedy
9072,Crime
3536,Action
3536,Drama
3536,Thriller
3536,War
9087,Comedy
9087,Drama
9087,Romance
12177,Comedy
12177,Romance
12138,Action
12138,Adventure
12138,Comedy
12138,Thriller
12138,Crime
273248,Crime
273248,Drama
273248,Mystery
273248,Western
9955,Action
9955,Comedy
9955,Drama
50359,Animation
50359,Comedy
50359,Family
1271,Action
1271,Adventure
1271,War
693,Comedy
693,Romance
14306,Comedy
14306,Family
497,Fantasy
497,Drama
497,Crime
11199,Action
11199,Adventure
11199,Comedy
9982,Animation
9982,Family
9982,Comedy
210577,Mystery
210577,Thriller
210577,Drama
2501,Action
2501,Drama
2501,Mystery
2501,Thriller
710,Adventure
710,Action
710,Thriller
2275,Crime
2275,Drama
2275,Mystery
2275,Thriller
37165,Comedy
37165,Drama
9837,Adventure
9837,Animation
9837,Drama
9837,Family
9837,Music
10708,Comedy
10708,Family
136400,Action
136400,Comedy
136400,Crime
10992,Comedy
10992,Family
9654,Action
9654,Crime
2642,Romance
2642,Comedy
8916,Adventure
8916,Animation
8916,Comedy
8916,Family
19899,Comedy
19899,Romance
2119,Adventure
9641,Comedy
294254,Action
38167,Drama
5994,Comedy
5994,Drama
5994,Romance
5994,Fantasy
39514,Action
39514,Adventure
39514,Comedy
39514,Crime
39514,Thriller
9563,Drama
547,Drama
547,Romance
1538,Drama
1538,Crime
1538,Thriller
9334,Action
9334,Fantasy
9334,Adventure
11128,Drama
11128,Action
11128,Thriller
75780,Crime
75780,Drama
75780,Thriller
8914,Action
8914,Science Fiction
8914,Thriller
13576,Music
13576,Documentary
39538,Drama
39538,Thriller
39538,Science Fiction
10628,Comedy
10628,Adventure
10628,Crime
14836,Animation
14836,Family
8645,Thriller
8645,Science Fiction
9509,Action
9509,Drama
9509,Thriller
9509,Crime
10067,Comedy
10067,Family
9384,Comedy
9384,Crime
9279,Family
9279,Comedy
1487,Fantasy
1487,Action
1487,Science Fiction
9422,Drama
77174,Family
77174,Animation
77174,Adventure
77174,Comedy
4824,Action
4824,Thriller
4824,Adventure
4824,Crime
9620,Action
9620,Adventure
9620,Mystery
9620,Science Fiction
9620,Thriller
9302,Drama
9302,Romance
10199,Adventure
10199,Animation
10199,Family
10771,Thriller
10771,Action
10771,Comedy
10771,Science Fiction
3512,Action
3512,Thriller
137094,Action
137094,Drama
137094,Thriller
274479,Drama
274479,Comedy
267860,Action
267860,Crime
267860,Thriller
8078,Science Fiction
8078,Horror
8078,Action
7485,Action
7485,Drama
7485,Mystery
7485,Thriller
7485,Crime
170687,Animation
170687,Comedy
170687,Family
170687,Fantasy
6435,Drama
6435,Fantasy
6435,Comedy
137106,Adventure
137106,Animation
137106,Comedy
137106,Family
137106,Fantasy
10040,Action
10040,Comedy
6278,Adventure
6278,Action
6278,Fantasy
82682,Crime
82682,Drama
82682,Action
82682,Thriller
17610,Comedy
17610,Adventure
22954,Drama
22954,History
16995,Action
16558,Romance
16558,Comedy
16558,Crime
9849,Comedy
9849,Drama
9849,Family
9849,Science Fiction
5820,Action
5820,Thriller
5820,Crime
16866,Science Fiction
16866,Animation
16866,Family
16866,Comedy
16866,Adventure
201,Science Fiction
201,Action
201,Adventure
201,Thriller
11775,Crime
11775,Comedy
11775,Romance
87825,Drama
87825,Romance
12201,Crime
12201,Drama
12201,Mystery
12201,Thriller
11015,Horror
11015,Mystery
11015,Thriller
9932,Comedy
9932,Crime
13389,Action
13389,Crime
13389,Drama
13389,Thriller
8838,Action
8838,Crime
8838,Drama
8838,Thriller
17332,Drama
4958,Fantasy
4958,Drama
786,Drama
786,Music
9513,Animation
9513,Comedy
9513,Family
11679,Action
11679,Adventure
11679,Crime
11679,Drama
11679,Mystery
11679,Thriller
38321,Action
38321,Science Fiction
38321,Fantasy
38321,Thriller
38321,Horror
14411,Family
14411,Animation
14411,Adventure
8413,Horror
8413,Science Fiction
8413,Mystery
10052,Drama
9676,Drama
9664,Action
9664,Adventure
9664,Drama
9664,History
9664,Romance
9664,War
2100,Action
2100,Drama
2100,Thriller
10384,Horror
10384,Science Fiction
10384,Thriller
137321,Drama
137321,Fantasy
137321,Mystery
137321,Romance
123553,Action
123553,Adventure
123553,Drama
123553,Mystery
123553,Romance
123553,Fantasy
11260,Comedy
11260,Science Fiction
11260,Adventure
11260,Family
9009,Drama
9009,Horror
9009,Thriller
11374,Comedy
2309,Adventure
2309,Family
2309,Fantasy
8285,Action
8285,Comedy
8285,Thriller
8285,Crime
8285,Science Fiction
210860,Comedy
210860,Adventure
2312,Adventure
2312,Fantasy
2312,Action
2312,Drama
9839,Drama
9839,Romance
9839,Adventure
9839,War
381902,Action
381902,Adventure
381902,Fantasy
13922,Action
13922,History
13922,War
293660,Action
293660,Adventure
293660,Comedy
9713,Drama
9713,Comedy
190859,War
190859,Action
257445,Adventure
257445,Horror
257445,Comedy
9007,Comedy
9007,Fantasy
9007,Romance
889,Science Fiction
889,Comedy
889,Family
889,Romance
1370,Action
1370,Adventure
1370,Thriller
1370,War
4942,Comedy
4942,Romance
4942,Drama
347969,Comedy
347969,Western
24438,Comedy
116741,Comedy
35791,Action
35791,Adventure
35791,Horror
35791,Science Fiction
72431,Drama
72431,Action
72431,Adventure
72431,History
72431,War
1813,Drama
1813,Horror
1813,Mystery
1813,Thriller
87428,Comedy
8840,Fantasy
10589,Action
10589,Comedy
10589,Crime
10589,Drama
71676,Action
71676,Fantasy
71676,Thriller
1722,Drama
1722,History
1722,Romance
10022,Action
10022,Comedy
10022,Drama
10022,Family
10022,Thriller
11358,Adventure
11358,Drama
11358,Action
11358,Thriller
13,Comedy
13,Drama
13,Romance
6477,Comedy
6477,Music
6477,Family
6477,Fantasy
6477,Animation
1597,Comedy
1597,Romance
10530,Adventure
10530,Animation
10530,Drama
10530,Family
1924,Action
1924,Adventure
1924,Fantasy
1924,Science Fiction
9327,Fantasy
9327,Comedy
9327,Romance
9327,Science Fiction
8488,Comedy
8488,Drama
8488,Romance
10603,Adventure
10603,Comedy
10603,Family
10603,Romance
8273,Comedy
8273,Romance
109424,Action
109424,Drama
109424,Thriller
35056,Comedy
8839,Fantasy
8839,Comedy
8839,Family
156022,Thriller
156022,Action
156022,Crime
7303,Comedy
7303,Drama
7303,Romance
8963,Action
8963,Thriller
8963,Drama
1402,Drama
9315,Thriller
9315,Drama
9315,Mystery
8984,Drama
8984,Thriller
8984,Crime
8984,Mystery
8984,Romance
795,Drama
795,Fantasy
795,Romance
24,Action
24,Crime
11353,Comedy
393,Action
393,Crime
393,Thriller
9618,Action
9618,Adventure
9618,Comedy
9374,Fantasy
9374,Comedy
8584,Adventure
8584,Action
8584,Comedy
8584,Western
2320,Action
2320,Adventure
2320,Drama
2320,Thriller
58224,Comedy
58224,Family
1729,Action
1729,Adventure
1729,Fantasy
175574,Animation
175574,Comedy
175574,Family
8077,Science Fiction
8077,Action
8077,Horror
8818,History
8818,Drama
8818,Music
8195,Action
8195,Thriller
8195,Crime
8195,Adventure
10586,Adventure
116149,Family
116149,Comedy
80035,Comedy
10632,Drama
10632,Action
10632,Thriller
10632,Crime
12117,Drama
12117,Mystery
12117,Thriller
1792,Comedy
13260,Comedy
72197,Animation
72197,Adventure
72197,Family
72197,Comedy
3580,Crime
3580,Drama
3580,Mystery
12123,Action
12123,Drama
12123,Science Fiction
12123,Thriller
9566,Drama
9566,Mystery
9566,Thriller
9833,Thriller
9833,Drama
9833,Romance
4517,Drama
4517,History
4517,Romance
8202,Action
8202,Science Fiction
16072,Drama
16072,History
16072,War
34314,Action
34314,Thriller
34314,Crime
19724,Comedy
145220,Comedy
145220,Adventure
145220,Crime
145220,Family
14623,Action
14623,Adventure
14623,Comedy
14623,Family
14623,Fantasy
14623,Science Fiction
42297,Drama
42297,Romance
2841,Drama
802,Drama
802,Romance
10375,Action
10375,Thriller
36586,Fantasy
36586,Horror
36586,Action
36586,Thriller
11321,Drama
70074,Action
70074,Crime
70074,Thriller
242,Crime
242,Drama
242,Thriller
9621,Comedy
9621,Drama
9621,Romance
1819,Comedy
1819,Romance
8536,Action
8536,Adventure
8536,Fantasy
8536,Science Fiction
8046,Drama
1717,Drama
1717,Thriller
479,Action
479,Adventure
479,Crime
479,Thriller
9444,Animation
9444,Family
824,Drama
824,Music
824,Romance
11456,Mystery
11456,Thriller
11456,Crime
261023,Crime
261023,Drama
3683,War
3683,Drama
3683,History
22803,Drama
22803,Crime
22803,Thriller
285923,Thriller
285923,Action
285923,Horror
39437,Drama
39437,Thriller
1950,Drama
1950,Romance
640,Drama
640,Crime
97630,Thriller
97630,Drama
97630,History
9767,Romance
9767,Comedy
11631,Comedy
11631,Romance
32856,Comedy
32856,Romance
6519,Action
6519,Adventure
6519,Comedy
8741,Drama
8741,History
8741,War
49520,Comedy
1850,Comedy
1850,Drama
1850,Romance
524,Drama
524,Crime
26389,Action
26389,Crime
26389,Thriller
11817,Action
11817,Comedy
11817,Fantasy
2123,Comedy
9907,Animation
9907,Comedy
9907,Family
9969,Comedy
9969,Family
18239,Adventure
18239,Fantasy
18239,Drama
18239,Romance
808,Adventure
808,Animation
808,Comedy
808,Family
808,Fantasy
38050,Science Fiction
38050,Thriller
38050,Romance
8367,Adventure
9390,Comedy
9390,Drama
9390,Romance
72105,Comedy
72105,Fantasy
2898,Comedy
2898,Romance
10312,Comedy
10312,Drama
109443,Comedy
2022,Comedy
2022,Romance
37686,Thriller
37686,Science Fiction
37686,Mystery
462,Drama
9919,Comedy
9919,Romance
187017,Crime
187017,Comedy
187017,Action
628,Horror
628,Romance
10201,Comedy
302699,Action
302699,Comedy
9441,Drama
9441,Romance
274167,Comedy
224141,Fantasy
224141,Comedy
224141,Music
388,Crime
388,Drama
388,Thriller
2112,Drama
2112,Action
2112,Thriller
2112,Crime
10329,Action
10329,Adventure
10329,Drama
10329,Mystery
10329,Science Fiction
10329,Thriller
74465,Drama
74465,Comedy
74465,Family
13811,Action
13811,Adventure
13811,Drama
13811,Mystery
13811,Science Fiction
13811,Thriller
6877,Comedy
10320,Drama
10320,Horror
10320,Thriller
50646,Comedy
50646,Drama
50646,Romance
8920,Animation
8920,Comedy
8920,Family
13673,Comedy
13673,Family
60308,Drama
6950,Action
6950,Drama
6950,Science Fiction
6950,Thriller
225574,Action
225574,Thriller
225574,Mystery
13836,Adventure
13836,Family
13836,Fantasy
13836,Science Fiction
13836,Thriller
13836,Action
752,Action
752,Thriller
752,Fantasy
6038,Action
6038,Adventure
6038,Comedy
6038,Western
9975,Adventure
9975,Animation
9975,Comedy
9975,Family
11451,Comedy
11451,Family
11451,Adventure
11451,Fantasy
11451,Romance
12103,Thriller
60304,Fantasy
60304,Horror
60304,Action
2251,Thriller
2251,Drama
46529,Action
46529,Thriller
46529,Science Fiction
46529,Adventure
231,Drama
231,Thriller
300671,Action
300671,Drama
300671,History
300671,Thriller
300671,War
228326,Romance
228326,Animation
228326,Adventure
228326,Comedy
228326,Family
228326,Fantasy
9754,Thriller
66,Crime
66,Drama
66,Thriller
4421,Action
4421,Drama
2649,Drama
2649,Thriller
2649,Mystery
588,Horror
588,Mystery
10393,Comedy
71552,Comedy
9631,Action
9631,Adventure
9631,Crime
9631,Drama
9631,Mystery
9631,Thriller
216282,Action
216282,Thriller
306,Action
306,Comedy
306,Crime
928,Comedy
928,Horror
928,Fantasy
205587,Drama
6623,Action
6623,Thriller
1577,Horror
1577,Action
1577,Science Fiction
9801,Comedy
9801,Romance
2116,Thriller
2116,Crime
2116,Drama
9624,Action
9624,Thriller
14199,Adventure
14199,Family
14199,Science Fiction
1907,Drama
1907,Adventure
1907,Romance
1907,Thriller
4599,Drama
4599,Comedy
4599,Romance
22832,Action
22832,Crime
22832,Thriller
10390,Drama
10390,Romance
9879,Drama
9879,Thriller
9879,Crime
38579,Family
38579,Comedy
44603,Drama
44603,Fantasy
11892,Crime
11892,Drama
11892,Thriller
9691,Action
9691,Adventure
9691,Crime
9691,Thriller
1248,Crime
1248,Drama
1248,Thriller
12220,Comedy
12220,Drama
12220,Romance
72710,Action
72710,Adventure
72710,Romance
72710,Science Fiction
72710,Thriller
10782,Action
10782,Drama
10782,Mystery
10782,Thriller
10782,Crime
9573,Crime
9573,Drama
9573,Mystery
9573,Thriller
4959,Drama
4959,Thriller
4959,Crime
10061,Action
10061,Adventure
10061,Science Fiction
10061,Thriller
10386,Adventure
10386,Animation
10386,Family
10386,Fantasy
10386,Science Fiction
421,Adventure
421,Comedy
421,Drama
316152,War
316152,Action
316152,Drama
316152,History
316152,Thriller
11615,Drama
11615,Thriller
11615,Crime
13498,Comedy
13498,Action
241554,Action
241554,Crime
241554,Drama
241554,Mystery
241554,Thriller
2252,Thriller
2252,Crime
2252,Mystery
11968,Action
11968,Thriller
11968,Adventure
11968,Crime
10047,Adventure
10047,Drama
10047,Action
10047,History
10047,War
38319,Comedy
69668,Drama
69668,Thriller
69668,Mystery
9770,Action
9770,Drama
9770,Thriller
11212,Action
11212,Adventure
11212,Comedy
11212,Family
10533,Drama
10533,History
10533,Romance
38363,Drama
38363,Thriller
9923,Action
9923,Crime
11863,Action
11863,Thriller
11863,Mystery
11863,Romance
18501,Action
18501,Thriller
18501,Science Fiction
109491,Fantasy
109491,Drama
109491,Romance
9275,Comedy
9275,Crime
9275,Drama
9275,Thriller
329833,Comedy
12634,Comedy
12634,Crime
10416,Comedy
10416,Drama
10416,Romance
10416,Science Fiction
47327,Fantasy
47327,Thriller
47327,Action
47327,Crime
15268,Action
15268,Adventure
15268,Science Fiction
15268,Thriller
10796,Action
10796,Science Fiction
10796,Thriller
9548,Action
9548,Comedy
9548,Thriller
9548,Crime
9548,Mystery
18947,Drama
18947,Comedy
1900,Thriller
1900,Drama
1900,Crime
89,Adventure
89,Action
96724,Drama
96724,Romance
198184,Crime
198184,Action
198184,Science Fiction
9481,Drama
9481,Mystery
9481,Thriller
9481,Crime
4547,Crime
4547,Drama
4547,Thriller
53953,Horror
6415,Action
6415,Adventure
6415,Comedy
181283,Crime
181283,Thriller
9896,Adventure
9896,Comedy
167,Drama
167,Science Fiction
11232,Comedy
11232,Fantasy
11232,Romance
11232,Science Fiction
1636,Fantasy
1636,Comedy
1636,Romance
2148,Music
2148,Drama
2148,Crime
2148,Romance
5176,Western
260346,Thriller
260346,Action
1389,Romance
1389,Comedy
1389,Crime
9894,Comedy
9894,Drama
9894,Thriller
7504,Drama
8592,Adventure
8592,Action
8592,Comedy
8592,Thriller
8592,Crime
913,Drama
913,Crime
913,Romance
11091,Comedy
11091,Drama
11091,Romance
1368,Action
1368,Adventure
1368,Thriller
1368,War
593,Drama
593,Science Fiction
593,Adventure
593,Mystery
5393,Animation
5393,Comedy
5393,Family
5393,Fantasy
5393,Science Fiction
9095,Drama
9095,Horror
9095,Thriller
9095,Romance
8874,Comedy
8874,Romance
11467,Comedy
11467,Romance
320,Crime
320,Mystery
320,Thriller
199,Science Fiction
199,Action
199,Adventure
199,Thriller
20533,Action
20533,Western
20533,Drama
20533,Fantasy
20533,Thriller
10684,Drama
10684,Thriller
10684,Mystery
10684,War
1624,Comedy
325789,Crime
325789,Drama
325789,Thriller
113464,Drama
113464,History
113464,War
888,Fantasy
888,Comedy
888,Family
82675,Action
82675,Crime
82675,Thriller
4256,Comedy
1493,Comedy
1493,Crime
1493,Action
88751,Action
88751,Science Fiction
88751,Adventure
88751,Comedy
88751,Family
11130,Comedy
11130,Drama
11130,Family
11130,Romance
9944,Drama
9944,Mystery
9944,Thriller
9944,Crime
10731,Drama
10731,Thriller
10731,Crime
10731,Mystery
7350,Drama
7350,Comedy
9869,Drama
9869,Action
9869,Thriller
9869,Crime
4379,Romance
4379,Comedy
146233,Drama
146233,Thriller
146233,Crime
2034,Action
2034,Crime
2034,Drama
2034,Thriller
926,Comedy
926,Family
926,Science Fiction
4248,Comedy
64328,Comedy
64328,Family
64328,Music
36647,Horror
36647,Action
7214,Drama
1537,Action
1537,Adventure
1537,Crime
1537,Thriller
9360,Adventure
9360,Horror
9360,Thriller
6282,Comedy
508,Comedy
508,Romance
508,Drama
9487,Adventure
9487,Animation
9487,Comedy
9487,Family
768,Horror
768,Mystery
768,Thriller
2636,Action
2636,Thriller
10478,Comedy
10478,Drama
10478,Romance
27983,Comedy
27983,Drama
27983,Family
9981,Romance
9981,Comedy
9981,Family
7453,Adventure
7453,Comedy
7453,Family
7453,Science Fiction
15045,Comedy
15045,Drama
15045,Family
7737,Horror
7737,Action
7737,Science Fiction
232672,Comedy
17379,Adventure
17379,Comedy
17379,Drama
8987,Action
8987,Adventure
8987,Crime
8987,Thriller
11359,Adventure
11359,Family
11359,Fantasy
82525,Crime
82525,Drama
82525,Thriller
9759,Action
9759,Adventure
9759,Crime
9759,Thriller
9486,Adventure
9486,Action
9486,Comedy
9906,Fantasy
9906,Adventure
9906,Animation
9906,Comedy
9906,Family
841,Action
841,Science Fiction
841,Adventure
4688,Adventure
4688,Drama
4688,Music
4688,Romance
4148,Drama
4148,Romance
2207,Action
2207,Adventure
2207,Crime
2207,Thriller
9381,Action
9381,Adventure
9381,Science Fiction
9381,Thriller
9625,Action
9625,Adventure
9625,Crime
9625,Drama
9625,Thriller
9304,Comedy
9304,Fantasy
9304,Science Fiction
20856,Adventure
20856,Comedy
20856,Family
20856,Fantasy
20856,Science Fiction
5955,Crime
5955,Drama
5955,Mystery
5955,Thriller
9899,Comedy
9899,Music
9826,Adventure
9826,Action
21355,Drama
21355,Romance
21355,Western
10858,History
10858,Drama
11439,Thriller
11439,Mystery
9457,Adventure
9457,Action
9457,Horror
9457,Science Fiction
12412,Drama
12412,War
1494,Action
1494,Drama
1494,Fantasy
13184,Action
13184,Crime
13184,Thriller
2185,Action
2185,Comedy
2185,Thriller
6639,Drama
6639,Romance
38153,Action
38153,Thriller
58233,Crime
58233,Adventure
58233,Action
58233,Comedy
58233,Thriller
116977,Animation
116977,Action
116977,Comedy
116977,Family
68734,Drama
68734,Thriller
5503,Adventure
5503,Action
5503,Thriller
5503,Crime
5503,Mystery
27573,Action
819,Crime
819,Drama
819,Thriller
1369,Action
1369,Adventure
1369,Thriller
1369,War
9623,Drama
9623,Thriller
10895,Animation
10895,Family
10935,Action
10935,Drama
10935,History
10935,Western
834,Fantasy
834,Action
834,Science Fiction
834,Thriller
228066,Drama
228066,Science Fiction
228066,Thriller
711,Drama
10468,Comedy
10468,Drama
10027,Action
10027,Crime
11812,Romance
11812,Comedy
37233,Drama
37233,Mystery
37233,Thriller
37950,Drama
27582,Action
27582,Thriller
27582,Crime
64688,Action
64688,Comedy
64688,Crime
509,Romance
509,Comedy
509,Drama
7443,Animation
7443,Comedy
7443,Family
5966,Comedy
5966,Romance
11066,Comedy
11066,Romance
136795,Action
136795,Comedy
136795,Crime
8095,Drama
8095,History
8095,Romance
87826,Comedy
11560,Drama
11560,Mystery
11560,Thriller
11560,Crime
25189,Comedy
25189,Drama
25189,Romance
2637,Drama
2637,Horror
2637,Mystery
18480,Comedy
709,Adventure
709,Action
709,Thriller
49730,Fantasy
49730,Thriller
49730,Horror
2749,Action
2749,Crime
2749,Thriller
9607,Adventure
9607,Comedy
9607,Family
9607,Fantasy
1830,Crime
1830,Drama
1830,Thriller
79,Drama
79,Adventure
79,Action
79,History
54054,Action
54054,Comedy
54054,Crime
228967,Action
228967,Comedy
46528,Adventure
46528,Fantasy
46528,Action
46528,Western
46528,Thriller
27936,Action
27936,Comedy
27936,Crime
65,Drama
280391,Adventure
280391,Comedy
280391,Animation
9476,Adventure
9476,Drama
9476,Romance
9476,Action
10610,Thriller
10610,Fantasy
10610,Action
10610,Comedy
745,Mystery
745,Thriller
745,Drama
49527,Action
49527,Thriller
49527,Crime
73937,Comedy
1885,Drama
168672,Drama
168672,Crime
18240,Comedy
18240,Romance
18240,Drama
10398,Crime
10398,Drama
10398,Mystery
10398,Thriller
165,Adventure
165,Comedy
165,Family
165,Science Fiction
240832,Action
240832,Science Fiction
216015,Drama
216015,Romance
216015,Thriller
12279,Action
12279,Adventure
12279,Comedy
12279,Family
12279,Science Fiction
1645,Crime
1645,Drama
1645,Thriller
11007,Comedy
193756,Action
193756,Drama
193756,Thriller
193756,War
11287,Comedy
259693,Horror
37799,Drama
10184,Comedy
10184,Romance
10184,Drama
4257,Comedy
4234,Horror
4234,Mystery
196,Adventure
196,Comedy
196,Family
196,Science Fiction
257091,Comedy
6114,Romance
6114,Horror
24803,Romance
24803,Drama
109410,Drama
1213,Thriller
1213,Crime
1213,Drama
100042,Comedy
9036,Adventure
9036,Drama
9036,Family
257211,Comedy
323675,Action
323675,Comedy
9361,Action
9361,Adventure
9361,Drama
9361,History
9361,Romance
9361,War
1677,Drama
1677,Music
187,Action
187,Thriller
187,Crime
7461,Drama
7461,Action
7461,Thriller
7461,Crime
16538,Comedy
9889,Comedy
9889,Romance
820,Drama
820,Thriller
820,History
11565,Comedy
11565,Crime
6073,Action
6073,Comedy
6073,Crime
6073,Romance
16996,Comedy
193610,Comedy
193610,Romance
19912,Horror
19912,Mystery
296098,Thriller
296098,Drama
8007,Action
8007,Drama
8007,Thriller
8007,War
32823,Comedy
4380,Drama
4380,Romance
4380,Comedy
11551,Comedy
11551,Adventure
11551,Fantasy
11551,Science Fiction
11551,Action
10336,Action
10336,Adventure
10336,Fantasy
10336,Horror
10336,Science Fiction
10336,Thriller
11362,Action
11362,Adventure
11362,Drama
11362,Thriller
50348,Crime
50348,Drama
50348,Thriller
48138,Action
48138,Mystery
48138,Thriller
1124,Drama
1124,Mystery
1124,Thriller
227159,Comedy
68179,Animation
68179,Comedy
68179,Adventure
68179,Family
68179,Science Fiction
1579,Action
1579,Adventure
1579,Drama
1579,Thriller
708,Action
708,Adventure
708,Thriller
34851,Action
34851,Science Fiction
34851,Adventure
34851,Thriller
9930,Comedy
9930,Crime
9930,Drama
9930,Romance
9930,Thriller
1586,Thriller
1586,Mystery
2044,Romance
2044,Drama
2044,Mystery
9913,Drama
9913,Horror
9913,Mystery
9913,Thriller
71864,Fantasy
71864,Drama
71864,Comedy
71864,Family
10761,Comedy
10761,Romance
209451,Music
209451,Drama
11975,Drama
11975,Crime
11975,Thriller
4970,Horror
4970,Thriller
11831,Drama
11831,History
11831,Mystery
9096,Adventure
440,Fantasy
440,Action
440,Science Fiction
440,Thriller
440,Horror
11011,Comedy
11011,Family
10641,Drama
10641,Romance
11172,Comedy
11172,Music
11172,Romance
39513,Adventure
39513,Comedy
39513,Science Fiction
82687,Comedy
41446,Horror
41446,Mystery
8224,Thriller
8224,Crime
8224,Mystery
10537,Drama
10537,Music
225886,Comedy
10385,Comedy
10385,Drama
55779,Horror
55779,Mystery
10154,Comedy
10154,Crime
10154,Romance
10647,Drama
10647,Romance
11431,Comedy
11431,Drama
11431,Romance
8457,Comedy
188161,Comedy
188161,Western
8850,Adventure
8850,Fantasy
8850,Action
8850,Thriller
8850,Science Fiction
64685,Drama
38357,Comedy
38357,Drama
38357,Romance
10060,Drama
11398,Crime
11398,Action
11398,Adventure
1833,Drama
1833,Romance
10391,Drama
10391,Horror
10391,Thriller
10391,Crime
8970,Comedy
9306,Fantasy
9306,Horror
9306,Science Fiction
11370,Action
11370,Adventure
11370,Drama
12184,Drama
1921,Drama
1921,Romance
1683,Horror
203,Drama
203,Crime
11858,Comedy
11858,War
62835,Action
62835,Thriller
62835,Crime
62835,Drama
18937,Fantasy
18937,Animation
18937,Drama
18937,Romance
18937,Family
13536,Crime
13536,Drama
13536,Mystery
15556,Drama
15556,Romance
10718,Action
11062,Drama
11062,Thriller
10802,Drama
1887,Drama
1887,History
6071,Action
6071,Crime
6071,Drama
6071,Thriller
10461,Action
10461,Drama
10461,Thriller
10461,Crime
80278,Thriller
80278,Drama
12704,Action
12704,Adventure
12704,Comedy
10315,Adventure
10315,Animation
10315,Comedy
10315,Family
16643,Comedy
16643,Drama
16643,Romance
2687,Comedy
2687,Fantasy
2687,Science Fiction
194,Comedy
194,Romance
11025,Comedy
8849,Comedy
78698,Adventure
78698,Drama
78698,Romance
30943,Drama
30943,Mystery
9544,Horror
9544,Thriller
24418,Adventure
24418,Fantasy
24418,Action
24418,Thriller
7288,Action
7288,Comedy
7288,Thriller
14655,Comedy
14655,Music
24575,Action
24575,Drama
24575,Thriller
10366,Action
10366,Science Fiction
19898,Action
19898,Horror
19898,Mystery
19898,Science Fiction
19898,Thriller
4965,Action
4965,Science Fiction
4965,Thriller
15074,Action
15074,Adventure
15074,Drama
15074,Thriller
56715,Comedy
56715,Fantasy
56715,Science Fiction
1272,Science Fiction
1272,Thriller
72358,Drama
72358,Comedy
20542,Adventure
20542,Fantasy
20542,Animation
20542,Comedy
20542,Science Fiction
20542,Family
266396,Action
