movie_id,keyword
165,delorean
165,lightning
165,almanac
165,inventor
165,time travel
165,sequel
165,diner
165,alternate history
165,teenager
165,electric guitar
165,walking cane
165,high school dance
165,hoverboard
165,video phone
240832,artificial intelligence
240832,telepathy
240832,intelligence
240832,drug mule
240832,telekinesis
240832,futuristic
240832,drug
240832,superpower
240832,tough girl
240832,imax
240832,surgery
240832,brain capacity
240832,synthetic drug
240832,human brain
216015,based on novel
216015,perversion
216015,spanking
216015,billionaire
216015,bdsm
216015,woman director
12279,video game
12279,intelligence
12279,liberation
12279,child hero
12279,mission
1645,ku klux klan
1645,rape
1645,mississippi
1645,jurors
1645,blackmail
1645,attempted murder
1645,forgiveness
1645,court
1645,shooting
1645,murder
1645,suspense
1645,lawyer
1645,trial
1645,courtroom
1645,racial tension
1645,kkk
1645,racial issues
1645,courtroom drama
11007,big family
11007,new job
11007,aspiring actor
11007,smart kid
193756,war
193756,survival
193756,navy seal
193756,military
193756,dangerous mission
11287,baseball
11287,world war ii
11287,sport
11287,baseball player
11287,female athlete
11287,home front
11287,woman director
11287,1940s
259693,london england
259693,england
259693,1970s
259693,spirit
259693,single mother
259693,demon
259693,paranormal investigation
259693,demonic possession
259693,valak
259693,annabelle
37799,hacker
37799,hacking
37799,creator
37799,frat party
37799,social network
37799,deposition
37799,intellectual property
37799,entrepreneur
37799,arrogance
37799,young entrepreneur
37799,facebook
10184,relationship
10184,ensemble cast
10184,duringcreditsstinger
4257,haunted house
4257,alien life-form
4257,riesen-ipod
4234,mask
4234,metal detector
4234,film director
4234,ex-cop
4234,reporter
4234,slasher
4234,scream
4234,series of murders
196,railroad robber
196,california
196,delorean
196,indian territory
196,sports car
196,inventor
196,locomotive
196,saloon
196,horseback riding
196,time travel
196,outlaw
196,sequel
196,mad scientist
196,native american
196,western
196,shootout
196,gunfight
196,train
196,wild west
196,cavalry
257091,prison
257091,training
257091,framed
257091,embezzlement
6114,adultery
6114,maze
6114,vampire
6114,bite
6114,remake
6114,rough sex
6114,wake
6114,religious conflict
6114,bestiality
6114,correspondence
6114,vampire sex
6114,autonomous shadow
6114,vlad
6114,fang vamp
24803,cooking
24803,book
24803,cookbook
24803,blog
24803,recipe
24803,woman director
24803,publishing
109410,baseball
109410,biography
109410,sport
109410,brooklyn dodgers
1213,venice
1213,italy
1213,gay
1213,new york
1213,lovesickness
1213,double life
1213,dual identity
1213,jealousy
1213,secret identity
1213,new love
1213,homicide
1213,atlantic ocean
1213,new identity
1213,planned murder
1213,prosecution
1213,yacht
1213,ship
1213,inferiority
1213,false identity
1213,beguilement
1213,rejection
1213,inferiority complex
1213,ocean liner
1213,friendship
1213,homosexuality
1213,wealth
1213,cowardliness
1213,envy
100042,friendship
100042,sequel
100042,road movie
100042,buddy comedy
9036,expedition
9036,pilot
9036,survival
9036,sled dogs
9036,seal
257211,intern
257211,woman director
323675,police
323675,sequel
323675,police officer
323675,brother-in-law brother-in-law relationship
323675,black men
323675,buddy film
9361,secret love
9361,mohawk
9361,native american
9361,18th century
9361,french and indian war
1677,black people
1677,soul
1677,country music
1677,loss of brother
1677,1970s
1677,jazz
1677,blindness and impaired vision
1677,georgia
1677,overdose
1677,bus ride
1677,record producer
1677,biography
1677,from rags to riches
1677,childhood trauma
1677,gospel
1677,indianapolis
1677,record label
1677,recording studio
187,dystopia
187,based on comic book
187,held captive
187,based on graphic novel
187,black and white and color
187,black and white scene
187,black and white to color
187,mysterious killer
187,doing the right thing
187,mercedes
187,silhouette
187,neo-noir
7461,bomb
7461,terror
7461,spain
7461,usa president
7461,terrorist
7461,war against terror
7461,camera
7461,car journey
7461,press
7461,television
7461,camcorder
7461,bodyguard
7461,safety
7461,terror cell
7461,limousine
7461,media
7461,security guard
16538,poker
16538,bondage
16538,duringcreditsstinger
9889,overweight
9889,beauty
9889,hypnosis
9889,overweight man
9889,overweight woman
9889,oberflächlichkeit
9889,kompliment
9889,obesity
9889,fat suit
9889,beauty standards
9889,fat man
9889,fat woman
9889,attractiveness
820,assassination
820,cia
820,homophobia
820,new orleans
820,vietnam war
820,john f. kennedy
820,investigation
820,government
820,historical figure
820,president
820,conspiracy
820,death
820,kennedy assassination
11565,undercover
11565,nanny
11565,computer virus
11565,stress
11565,undercover agent
11565,overweight woman
11565,children
11565,disguise
11565,fbi agent
11565,impersonation
6073,kidnapping
6073,pistol
16996,high school
16996,bullying
16996,high school sports
16996,fake identity
16996,adult as a child
16996,do over
193610,infidelity
193610,revenge
193610,unfaithful boyfriend
193610,woman
193610,sitting on a toilet
193610,public toilet
193610,marital infidelity
193610,laxative
193610,unfaithful husband
19912,car race
19912,dying and death
19912,plan
19912,stock-car-race
19912,car crash
19912,premonition
19912,gore
19912,vision
296098,spy
296098,cia
296098,cold war
296098,soviet union
296098,pilot
296098,lawyer
296098,american
8007,helicopter
8007,war crimes
8007,sniper
8007,bosnia and herzegovina
8007,fighter pilot
8007,bosnian war of 1992-1995
8007,rescue
8007,escape
8007,tank
8007,atrocity
8007,gunfight
8007,combat
8007,military
8007,mine field
8007,action hero
8007,aircraft carrier
8007,reconnaissance
8007,mass grave
32823,aftercreditsstinger
4380,jealousy
4380,wife husband relationship
4380,dancing master
11551,defense industry
11551,toy shop
11551,technical toy
11551,soldier
11551,prototype
11551,killer toys
11551,toy comes to life
10336,anti hero
10336,secret agent
10336,fistfight
10336,based on comic book
10336,burn victim
11362,loss of lover
11362,lover (female)
11362,ex-lover
11362,torture
11362,napoleon bonaparte
50348,judge
50348,arrest
50348,jury
50348,private investigator
48138,taxi
48138,hotel
48138,coma
48138,taxi driver
48138,prince
48138,briefcase
48138,hospital
48138,stolen identity
1124,competition
1124,secret
1124,obsession
1124,magic
1124,dying and death
1124,class society
1124,illusion
1124,tricks
1124,hostility
1124,class
1124,rivalry
227159,prison
227159,kidnapping
227159,sequel
227159,car chase
227159,sex addict
227159,sex tape
68179,spaceship
68179,alien
68179,rescue
68179,escape
68179,planet
68179,astronaut
68179,Γη
68179,mission control
1579,loss of family
1579,solar eclipse
1579,slavery
1579,jaguar
1579,village
1579,maya civilization
1579,forest
1579,tribe
1579,human sacrifice
1579,central america
1579,maya
1579,ancient civilization
1579,yucatec maya language
708,london england
708,smuggling of arms
708,prison
708,england
708,assassination
708,spy
708,falsely accused
708,secret identity
708,country estate
708,arms deal
708,russia
708,drug traffic
708,secret mission
708,secret intelligence service
708,kgb
708,villain
708,renegade
708,special car
708,tangier morocco
708,big wheel
708,pipeline
708,cello
708,orchestra
708,freedom fighter
708,czechoslovakia
708,bratislava
708,afghanistan
708,airplane
708,schloss schönbrunn
708,escape
708,moscow
708,vienna
34851,hunter
34851,predator
34851,yakuza
34851,hunting human beings
34851,alien life-form
34851,sequel
34851,alien
34851,alien planet
34851,jungle
34851,soldier
34851,warrior
9930,court case
9930,client
9930,lawyer
9930,courtroom
1586,alcohol
1586,adultery
1586,detective
1586,mississippi
1586,jealousy
1586,isolation
1586,paranoia
1586,motel
1586,window
1586,nightmare
1586,letter
1586,ax
1586,notebook
1586,police
1586,murder
1586,mystery
1586,arson
1586,writer
1586,divorce
2044,chicago
2044,writing
2044,architect
2044,future
2044,time
2044,architecture
2044,mysterious letter
2044,near future
2044,first kiss
2044,romantic drama
2044,passage of time
9913,nurse
9913,secret
9913,dream
9913,fight
9913,kidnapping
9913,new orleans
9913,key
9913,plantation
9913,voodoo
9913,party
9913,lawyer
9913,blood
9913,violence
9913,mirror
9913,attic
9913,occult
71864,green
71864,dodgeball
71864,incredibile
71864,timothy
10761,scotland
10761,love of one's life
10761,ladykiller
10761,one-night stand
10761,bridesmaid
10761,forbidden love
10761,male female relationship
10761,best friends in love
209451,biography
209451,based on play
11975,jurors
11975,proof
11975,court case
11975,leukemia
11975,lawyer
11975,courtroom
4970,amnesia
4970,mental institution
4970,patient
4970,trust
4970,false accusations
4970,medication
4970,gothic
4970,mental illness
11831,cuba
11831,mutiny
11831,slavery
11831,sentence
11831,historical figure
11831,havanna
11831,tall ship
11831,slave trade
9096,medicine
9096,ant
9096,research
9096,amazon
9096,cancer
9096,jungle
9096,doctor
9096,falling in love
9096,cure
9096,rainforest
440,predator
440,national guard
440,hybrid
440,alien
440,morgue
440,alien possession
440,triangle
440,infestation
440,xenomorph
11011,family
11011,life raft
11011,private plane
11011,toothbrush
11011,gluttony
11011,magnifying glass
11011,rubber boat
10641,new love
10641,love of one's life
10641,unexpected happiness
10641,dying and death
10641,success
10641,kiss
10641,love
10641,relationship
10641,unhappiness
10641,woman director
10641,fear of dying
11172,pop star
11172,song
11172,romantic comedy
11172,song writing
11172,piano
39513,san diego
39513,area 51
39513,alien space craft
39513,hit with a chair
39513,shot in the knee
39513,duringcreditsstinger
39513,1980s
82687,inventor
82687,road trip
82687,guilt
82687,mother son relationship
82687,woman director
41446,sheriff
41446,book
41446,knife
41446,horror
41446,rescue
41446,author
41446,masked killer
41446,hospital
41446,corpse
8224,pornography
8224,porn actor
8224,loss of daughter
8224,child pornography
8224,private investigator
8224,subculture
8224,private detective
10537,hippie
10537,poetry
10537,sex
10537,rock and roll
10537,nudity
10537,hallucination
10537,wilderness
10537,airplane
10537,musical
10537,addicted
10537,joint
10537,organ
10537,lsd
10537,biography
10537,alcoholism
10537,the doors
10537,car crash
10537,singer
10537,drug
10537,music band
10537,flashback
10537,blood ritual
225886,marriage
225886,internet
225886,relationship
225886,family
225886,sex tape
10385,sister sister relationship
10385,cheating
10385,amnesia
10385,crisis line
10385,telephone
10385,loss of wife
10385,ex-wife
10385,woman director
55779,premonition
55779,death by accident
55779,crash
55779,end is here
55779,duringcreditsstinger
55779,3d
10154,new york
10154,marriage proposal
10154,fbi
10154,mafia boss
10154,mafia
10647,child's point of view
10647,candlelight vigil
10647,good deed
10647,exotic dancer
10647,schoolteacher
10647,extra credit assignment
10647,disfigurement
10647,junior high school
10647,burn injury
10647,woman director
11431,baseball
11431,fanatic
11431,relationship problems
11431,sport
11431,teacher
11431,red sox
11431,fenway park
8457,prison
8457,jealousy
8457,homeless person
8457,beach
8457,parents kids relationship
8457,fight
8457,bodyguard
8457,protection
8457,nerd
8457,high school
8457,substitute teacher
8457,campus
8457,teacher
8457,principal
8457,celebration
8457,school bus
8457,aftercreditsstinger
8457,school life
8457,teachers and students
188161,gunslinger
188161,farmer
188161,wild west
188161,laxative
8850,new york
8850,atomic bomb
8850,ladykiller
8850,hypnosis
8850,superhero
8850,based on comic book
8850,radio series
8850,invisibility
8850,the shadow
64685,based on novel
64685,autism
64685,key
64685,scavenger hunt
64685,death of father
64685,young boy
64685,new york city
64685,tambourine
64685,lock
64685,grieving
64685,post 9/11
38357,work ethic
38357,tv morning show
38357,tv reporter
10060,loss of mother
10060,attempted murder
10060,career
10060,musical
10060,rapper
10060,drug
11398,china
11398,chinese woman
11398,secret agent
11398,conspiracy of murder
11398,united nations
1833,gay
1833,sex
1833,aids
1833,musical
1833,hiv
1833,based on play
1833,african american
1833,rock opera
1833,missing person
1833,hiv positive
1833,home movie
1833,mugging
1833,telephone call  
1833,lower east side
10391,sister sister relationship
10391,autism
10391,mephisto
10391,satanism
10391,ersatz
8970,new york
8970,travel
8970,misfortune
9306,monster
9306,experiment
9306,island
9306,mutation
9306,genetics
9306,hybrid
9306,remake
9306,h. g. wells
11370,loss of family
11370,queen
11370,power
11370,power takeover
11370,kingdom
11370,royalty
11370,musketeer
11370,murder hunt
12184,england
12184,sister sister relationship
12184,queen
12184,kingdom
12184,henry viii
1921,workaholic
1921,dogsitter
1683,river
1683,miracle
1683,bible
1683,louisiana
1683,frog
1683,grasshopper
1683,faith
203,epilepsy
203,protection money
203,secret love
203,money
203,redemption
11858,vietnam veteran
11858,commercial
11858,advertising expert
11858,kaserne
11858,stau
11858,soldier
11858,unemployment
11858,woman director
11858,teachers and students
62835,street gang
62835,uncle
62835,female assassin
62835,witness to murder
13536,murder
13536,homicide detective
15556,blind
15556,massage therapist
10718,ex-girlfriend
10718,drug dealer
10718,gang
10718,motorcyclist
11062,corruption
11062,undercover
11062,war on drugs
11062,mayor
11062,drug dealer
11062,presidential election
11062,undercover agent
11062,investigation
11062,police
11062,drug
10802,dancing
10802,female nudity
10802,go-go dancer
10802,spanner
10802,seduction
10802,striptease
10802,sexappeal
1887,shoe
1887,voice over
1887,rite
1887,theatre audience
1887,bride and groom
1887,death of king
1887,applause
1887,woman director
6071,hoodlum
10461,ritual
10461,pornographic video
10461,car crash
10461,dvd
80278,thailand
80278,tsunami
80278,family vacation
80278,tidal wave
80278,catastrophe
80278,swept away
80278,separation from family
80278,boxing day
80278,21st century
12704,wilderness
12704,sahara
12704,beautiful woman
12704,singer
12704,escape
12704,woman director
10315,fox
10315,tree
10315,peasant
10315,revenge
10315,cider
10315,tale
10315,farm life
2687,invisible man
194,paris
194,love triangle
194,ghost train
194,sex-shop
194,shyness
194,montmartre
194,daughter
194,garden gnome
194,journey round the world
194,photography
11025,twin sister
11025,music video
11025,geek
11025,vacation
11025,university
11025,teen comedy
11025,woman director
8849,new york
8849,cheating
8849,flirt
8849,lover
8849,older woman seduces younger guy
8849,playboy
78698,whale
78698,alaska
78698,aftercreditsstinger
78698,duringcreditsstinger
78698,greenpeace
78698,animal protection
30943,kidnapping
30943,boy
30943,reunion
9544,race against time
9544,psychopath
9544,homepage
9544,cop
9544,doctor
9544,spirit
9544,killer
9544,voyeurism
24418,vampire
24418,spider
24418,wolfman
24418,stew
24418,best friend
24418,antidote
24418,based on young adult novel
14655,duringcreditsstinger
10366,super computer
10366,computer program
10366,destiny
10366,timebomb
19898,dystopia
19898,spaceship
19898,survival
19898,mission
4965,android
4965,alien
15074,ski
56715,time travel
56715,remake
56715,alternate history
56715,dragon
56715,remake of french film
56715,alternate timeline
56715,flatulence
1272,saving the world
1272,bomb
1272,sun
1272,space marine
1272,sunlight
1272,solar energy
1272,space mission
1272,earth
1272,expiration
72358,liar
72358,literary agent
266396,assassin
266396,hitman
9978,england
9978,secret intelligence service
9978,child hero
9978,wretch
9978,teen spy
9978,based on young adult novel
8271,kidnapping
8271,young people
10428,female nudity
10428,hacker
10428,nudity
10428,computer virus
10428,virtual reality
10428,computer
10428,sexual fantasy
10428,prank
10428,internet
10428,cyberpunk
10428,teenager
10428,new york city
10428,secret service
10428,computer hacker
10428,dream sequence
5353,civil war
5353,spy
5353,hotel
5353,journalist
5353,journalism
5353,war crimes
5353,hidden camera
5353,war victim
5353,war correspondent
5353,war
5353,balkan war
5353,serbia
11934,suicide
11934,new york
11934,corruption
11934,journalist
11934,inventor
11934,undercover
11934,toy
11934,plan
11934,boss
11934,investigation
11934,company
11934,industry
11934,party
11934,money
11934,board
11934,stocks
14392,assassin
14392,general
14392,dynasty
14392,brother
14392,blood brother
110415,father son relationship
110415,child labour
110415,brothel
110415,winter
110415,allegory
110415,bridge
110415,post-apocalyptic
110415,dystopia
110415,hijacking of train
110415,based on comic book
110415,dam
110415,rifle
110415,pregnant
110415,train
110415,violence
110415,based on graphic novel
110415,guilt
110415,revolt
110415,duplicity
110415,tunnel
110415,social class
110415,population control
110415,perpetual winter
110415,city ruin
77459,monster
77459,cgi
77459,3d
77459,paris france
9495,halloween
9495,arson
9495,detroit
256040,kingdom
256040,war
256040,bollywood
256040,medieval india
256040,ancient india
24420,chicago
24420,sex
24420,based on novel
24420,nudity
24420,diary
24420,future
24420,time
24420,time travel
24420,marriage
24420,love
24420,romance
24420,travel
24420,tragic love
24420,relationship
24420,time traveler
24420,complication
1257,mother
1257,guitar
1257,sister sister relationship
1257,profession
1257,new love
1257,architect
1257,mother role
1257,lonely hearts ad
1257,men
1257,clothing
1257,single
1257,mother daughter relationship
1257,los angeles
1257,fashion
1257,single father
62214,shyness
62214,stop motion
62214,black and white
62214,retro
62214,dog
62214,animal death
62214,animal lover
16320,martial arts
16320,telepathy
16320,dystopia
16320,spaceship
16320,fugitive
16320,based on tv series
16320,planet
16320,throat slitting
16320,cannibal
16320,reavers
16320,operative
16320,ex soldier
16320,firefly
8842,biography
8842,sport
9531,saving the world
9531,dc comics
9531,super computer
9531,identity crisis
9531,loss of powers
9531,sequel
9531,superhero
9531,based on comic book
9531,hacking
9531,super powers
9531,superhuman strength
64807,father son relationship
64807,sport
64807,rivalry
64807,elderly
64807,elderly man
12289,flaming arrow
12289,chinese history
12289,strategy
12289,carrier pigeon
12289,spear throwing
12289,wall of fire
12289,white dove
12289,casualty of war
12289,arrow in back
12289,chinese tradition
12289,chinese painting
12289,broken arrow
11529,new york
11529,marriage proposal
11529,alabama
11529,career woman
11529,fashion designer
20943,romantic comedy
20943,romance
20943,tv morning show
20943,relationship
20943,opposites attract
9099,gulf war
9099,u.s. army
9099,based on tv series
9099,military spoof
9488,spy
9488,experiment
9488,island
9488,secret organization
9488,wretch
9488,weapon
9488,rivalry
9488,scientist
193,based on tv series
193,death
193,exploding planet
193,mountain cabin
193,solar system
44865,martial arts
44865,kung fu
44865,biography
44865,kung fu master
55787,clown
55787,elephant trainer
55787,veterinary
10400,prison
10400,boxer
10400,boxing match
10400,boxing school
10400,biography
1957,waitress
1957,wife husband relationship
1957,violent husband
1957,self-defense
1957,violence against women
1957,suspense
1957,marry rich
1957,abusive husband
10833,cons and scams
256961,shopping mall
256961,las vegas
256961,security guard
5852,car crash
5852,police officer
12312,profession
12312,karate
12312,daughter
12312,beförderung
12312,ex-wife
12312,parking
12312,slap
622,new york
622,obsession
622,passion for collection
622,southern france
622,mephisto
622,antiquary
622,book
622,picture puzzle
622,castle
622,satanism
622,millionaire
11306,new york
11306,surgeon
11306,british
11306,suspense
11306,morgue
11306,hospital
11306,medical
11306,doctor
11306,medical research
11306,emergency room
11306,missing body
12508,rock star
12508,success
12508,discontentedness and displeasedness
12508,heavy metal
12508,relationship problems
25793,aids
25793,illiteracy
25793,song
25793,unwillingly pregnant
25793,balloon
25793,school
25793,crying
25793,motorcycle
10534,sailing trip
10534,diary
10534,sailing
10534,survival
10534,coming of age
10534,teenage boy
10534,discipline
10534,squall
10534,sail
10534,ship captain
10534,caribbean
10534,male bonding
10534,seasickness
10534,storm at sea
10534,1960s
1091,ice
1091,space marine
1091,paranoia
1091,snow storm
1091,norwegian
1091,research station
1091,remake
1091,alien
1091,antarctica
1091,shape shifting alien
1091,sled dogs
87421,dystopia
87421,revenge
87421,alien
87421,planet
87421,imax
10871,loss of son
10871,serial killer
10871,train
13503,underwear
13503,tiger
13503,racial segregation
13600,underground world
13600,mayor
13600,adventure
13600,post-apocalyptic
13600,dystopia
13600,puzzle
13600,box
13600,pipeworks
68722,post traumatic stress  disorder
68722,sexual obsession
68722,postwar period
68722,drifter
68722,alcoholic
68722,cult leader
68722,scientology
68722,religious cult
68722,charismatic leader
68722,right hand man
14325,american football
14325,college
14325,biography
14325,sport
14325,syracuse university
299687,based on novel
299687,dystopia
299687,alien
299687,alien invasion
299687,human subjugation
299687,environmental disaster
299687,based on young adult novel
312221,underdog
312221,sport
312221,spin off
312221,underground fighting
312221,motivational speaker
312221,boxing
23168,based on novel
23168,money laundering
23168,ambulance
23168,boston
23168,massachusetts
23168,bank manager
23168,drug dealer
23168,florist
23168,flower shop
23168,hold-up robbery
23168,volunteer
23168,stolen money
23168,friends
23168,car set on fire
23168,boston garden
23168,police chase
23168,best friend
23168,fenway park
76494,based on novel
76494,adoption
76494,pregnant
76494,miscarriage
76494,expectant father
76494,pregnant wife
76494,vomiting
76494,expecting twins
76494,open air cinema
76494,giving birth
4944,blackmail
4944,paranoia
4944,fitness-training
4944,plastic surgery
4944,autobiography
4944,memory
4944,corpse
4944,divorce
4944,gym
4944,disc
4944,ex priest
10488,fictional place
10488,exotic island
10488,shipwreck
10488,cruise
10488,volcano
10488,e-mail
10488,liana
10488,daughter
10488,turtle
10488,author
10488,talking animal
10488,pirate
10488,woman director
10488,iguana
10488,sea lion
96721,world champion
96721,sport
96721,racing car
96721,formula 1
96721,automobile racing
96721,based on true events
334,farewell
334,regret
334,parents kids relationship
334,suicide attempt
334,becoming an adult
334,loss of father
334,dying and death
334,chance
334,child prodigy
334,daughter
334,unsociability
334,reconciliation
23742,new york
23742,money laundering
23742,daughter
23742,police
23742,undercover cop
23742,locked in trunk of car
23742,baseball card
23742,wedding
23742,police officer
23742,duringcreditsstinger
259694,new york
259694,based on novel
259694,one-night stand
259694,single
62837,dolphin
62837,boy
62837,trap
62837,summer
62837,tail
8966,soulmates
8966,vampire
8966,forbidden love
8966,immortality
8966,trust
8966,desire
8966,duringcreditsstinger
8966,woman director
8966,interspecies romance
8966,based on young adult novel
8966,fang vamp
8470,father son relationship
8470,chicago
8470,heart attack
8470,kidnapping
8470,heart disease
8470,hostage-taking
8470,hospital
11001,robbery
11001,diamant
11001,police operation
11001,police everyday life
11001,thief
11001,police officer
11001,police station
138832,mexico
138832,police
138832,gang
138832,drug smuggling
138832,drug
138832,family
16911,based on novel
16911,brother sister relationship
16911,sword fight
16911,spaceship
16911,strugatsky
16911,brainwashing
16911,big city
16911,girlfriend from china
16911,hard to kill
16911,outer space
16911,testting
16911,testing
16911,head of state
2163,california
2163,bank
2163,ransom
2163,car breakdown
2163,kidnapping
2163,donut
2163,highway
2163,barn
2163,vacation
2163,stranded
2163,deception
2163,murder
2163,suspense
2163,redneck
2163,diner
2163,extortion
2163,captive
2163,car chase
2163,desert
2163,moving
2163,trucker
36670,video game
36670,spy
36670,bahamas
36670,british
36670,stealing
36670,scuba diving
36670,scuba
36670,british secret service
23048,female nudity
23048,one-night stand
23048,time travel
23048,time machine
23048,incest overtones
23048,hot tub
23048,peter pan syndrome
23048,forty something
23048,skiing
227735,dolphin
227735,aquarium
227735,swimming
2155,prison
2155,robbery
2155,role reversal
2155,extramarital affair
8409,repayment
8409,arbitrary law
8409,cop
8409,loss of wife
222936,love triangle
222936,hawaii
222936,satellite
222936,military
222936,duringcreditsstinger
222936,communication
31908,assassin
31908,widow
31908,trial
31908,civil rights
31908,activist
10219,journalist
10219,japanese
10219,wife
10219,fisherman
10219,war
10219,bias
10219,trial
10219,washington state
10219,japanese american
48171,vatican
48171,violinist
48171,hospital
48171,miscarriage
48171,exorcist
48171,roman catholic
48171,seminary
48171,limp
48171,toad
48171,clergy
48171,formalin
48171,walking cane
782,paraplegic
782,suicide attempt
782,cheating
782,dna
782,spaceman
782,new identity
782,heart disease
782,false identity
782,blood sample
782,biotechnology
782,space mission
782,dystopia
782,investigation
782,genetics
782,hostility
782,exercise
782,eugenics
782,dystopic future
75531,autism
75531,based on article
11802,space marine
11802,chimp
11802,space
11802,aftercreditsstinger
9776,usa
9776,black people
9776,usa president
9776,presidential election
9776,election campaign
18785,underwear
18785,tiger
18785,stag night
18785,hangover
18785,lost weekend
18785,bag over head
18785,chapel
18785,hit with tire iron
18785,memory loss
18785,las vegas
18785,duringcreditsstinger
18785,elevator
365222,biography
817,saving the world
817,moon
817,submarine
817,clone
817,spy
817,cia
817,showdown
817,android
817,usa president
817,exotic island
817,cat
817,lasergun
817,nasa
817,undercover
817,space marine
817,car journey
817,auto
817,time travel
817,supermodel
817,single
817,aftercreditsstinger
817,duringcreditsstinger
268,double life
268,dc comics
268,dual identity
268,chemical
268,crime fighter
268,fictional place
268,gotham city
268,superhero
268,super powers
45054,spanish civil war
45054,priest
45054,independent film
45054,catholic
45054,dying
45054,saint
45054,martyrdom
943,rookie cop
943,dog biscuit
943,shooting practice
943,sitting on a toilet
943,judo throw
943,police psychologist
943,buddy cop
943,firing range
943,aftercreditsstinger
22881,american football
22881,adoption
22881,education
22881,private school
22881,sport
22881,american football player
22881,duringcreditsstinger
10054,double life
10054,parents kids relationship
10054,brother sister relationship
10054,loss of parents
10054,secret agent
10054,robot
51540,conspiracy of murder
51540,bad boss
51540,employee
51540,death of father
51540,stakeout
51540,duringcreditsstinger
44264,loss of father
44264,father murder
44264,texas ranger
44264,alcoholism
44264,betrayal
350,paris
350,journalist
350,journalism
350,world of fasion
350,fashion journal
350,assistant
350,job entrant
350,job interview
350,editor-in-chief
152,artificial intelligence
152,uss enterprise
152,starfleet
152,san francisco
152,self sacrifice
152,spacecraft
152,klingon
152,vulcan
152,space opera
1598,prison
1598,child abuse
1598,rape
1598,small town
1598,daughter
1598,police
1598,revenge
1598,lawyer
1598,cigar smoking
1598,fear
1598,dog
1598,rapist
8065,gambling
8065,card game
8065,professor
8065,harvard university
8065,cohabitant
8065,college
8065,girlfriend
8065,studies
8065,dormitory
8065,friendship
8065,blackjack
271718,alcohol
271718,one-night stand
11638,black people
11638,jealousy
11638,parents-in-law
11638,trouble
11638,fiancée
409,cairo
409,egypt
409,identity
409,amnesia
409,world war ii
409,burn
409,landmine
409,expedition
409,cave
409,sandstorm
409,royal geographic society
409,cave painting
409,prisoners of war
409,map
409,mine clearer
409,hearing
409,desert scientist
409,intelligence
409,traitor
409,mural painting
409,airplane
409,secret love
2118,corruption
2118,detective
2118,shotgun
2118,morgue
2118,f word
2118,domestic violence
2118,corpse
2118,crime
2118,district attorney
2118,bandage
2118,movie star
2118,man with glasses
2118,knife in thigh
2118,good cop bad cop
2118,switchblade
2118,call girl
2118,1950s
2118,falsifying
11459,hero
11459,loyalty
11459,mockery
11459,supernatural powers
11459,high school
11459,mission
11459,super powers
11459,teen superheroes
10806,gay
10806,homophobia
10806,coming out
10806,lgbt
9348,telepathy
9348,dna
9348,paranoia
9348,genetics
9348,instinct
9348,femme fatale
9348,alien
9348,on the run
9348,decapitation
9348,sexual attraction
9348,los angeles
9348,cocoon
9348,genetic engineering
9348,scientists
9348,alien dna
377,child murderer
377,sleep
377,nightmare
377,supernatural
377,slasher
377,teenager
377,trapped
377,alcoholic
377,boiler room
377,booby trap
377,disfigurement
377,medical test
377,dreams
8843,drowning
8843,therapist
8843,virtual reality
8843,serial killer
8843,psychopathy
8843,fbi agent
9313,france
9313,swordplay
9313,mask
9313,musketeer
39486,horse race
39486,horseback riding
39486,biography
1273,new york
1273,brother brother relationship
1273,journalist
1273,martial arts
1273,crime fighter
1273,secret identity
1273,mutant
1273,turtle
1273,love
1273,based on comic book
1273,reunion
1273,brother against brother
13920,biography
13920,friendship
13920,sport
50544,funeral
50544,friends
50544,hospital
50544,aftercreditsstinger
50544,duringcreditsstinger
325133,alcohol
325133,college
325133,party
325133,sequel
325133,sorority
325133,neighbor
325133,family
325133,fraternity
325133,bathroom humor
140823,biography
140823,animation
140823,writer
140823,moviemaking
1883,islam
1883,new york
1883,prison
1883,assassination
1883,ku klux klan
1883,muslim
1883,police brutality
1883,beach
1883,koran
1883,jail guard
1883,prison cell
1883,bible
1883,biography
1883,martin luther king
1883,nation of islam
1883,civil rights movement 
1883,mekka
1883,pilgrimage
1883,cabriolet
1883,police
1883,historical figure
1883,malcolm x
89492,wife husband relationship
89492,children
89492,family relationships
89492,duringcreditsstinger
22949,japanese
22949,camp
22949,best friend
22949,co-worker
22949,kids
22949,duringcreditsstinger
22949,sports marketing firm
12437,prison
12437,underworld
12437,slavery
12437,castle
12437,vampire
12437,war
12437,werewolf
12437,battle
12437,slave
12437,dungeon
12437,fang vamp
2959,new love
2959,ten commandments
2959,bride
2959,bridegroom
2959,marriage
2959,relation
2959,partnership
2959,civil registry office
2959,priest
2959,wedding
2959,church
9957,baseball
9957,pizza
9957,sport
9957,paperboy
9957,team
9957,homerun
9957,video store
11648,sister sister relationship
11648,make a match
11648,single
11648,children
11648,teacher
11648,dating
11648,divorce
11648,pet dog
11648,computer dating
11648,internet dating
11648,wooden boats
9366,undercover
9366,colombia
9366,mafia
9366,mobster
9366,dirty cop
9366,informant
9366,stealing money
9366,marriage counselor
9366,shaving cream
9366,playing cards
1576,undercover
1576,mutant
1576,dystopia
1576,conspiracy
1576,zombie
1576,based on video game
609,medium
609,ghostbuster
609,poltergeist
609,haunted house
609,dying and death
609,family relationships
609,good vs evil
