id,title,tagline,overview,release_year,runtime,revenue,budget,popularity,vote_average,vote_count,image_url
76285,Percy Jackson: Sea of Monsters,"Where There Are Gods, There Are Monsters.","In their quest to confront the ultimate evil, Percy and his friends battle swarms of mythical creatures to find the mythical Golden Fleece and to stop an ancient evil from rising.",2013,106,174578751,90000000,40.262261,5.9,1648,https://image.tmdb.org/t/p/w500//tAu90qEpLqwqiZLsMqpaMVr55oN.jpg
1996,Lara Croft Tomb Raider: The Cradle of Life,Adventuress Lara Croft goes on a quest to save the mythical Pandora's Box,"Lara Croft ventures to an underwater temple in search of the mythological Pandora's Box but, after securing it, it is promptly stolen by the villainous leader of a Chinese crime syndicate. Lara must recover the box before the syndicate's evil mastermind uses it to construct a weapon of catastrophic capabilities.",2003,117,156505388,95000000,56.811056,5.5,1418,https://image.tmdb.org/t/p/w500//ylIEGeAr2ygSClK4FDj9mi2Ah22.jpg
291805,Now You See Me 2,You Haven't Seen Anything Yet,"One year after outwitting the FBI and winning the public’s adulation with their mind-bending spectacles, the Four Horsemen resurface only to find themselves face to face with a new enemy who enlists them to pull off their most dangerous heist yet.",2016,129,334901337,90000000,51.535701,6.7,3235,https://image.tmdb.org/t/p/w500//A81kDB6a1K86YLlcOtZB27jriJh.jpg
10003,The Saint,Never reveal your name. Never turn your back. Never surrender your heart.,"Ivan Tretiak, Russian Mafia boss who wants to create an oil crisis in Moscow and seize power as a result sends Simon Templar, great international criminal, to England to get a secret formula for cold fusion from U.S. scientist Emma Russell. Templar falls in love with Emma and they try to outwit Tretiak and his guerrillas, hiding from them in Moscow",1997,116,118063304,68000000,20.913852,5.9,302,https://image.tmdb.org/t/p/w500//k43wPAVeepqzGwP52dKcknQjquj.jpg
1535,Spy Game,It's not how you play the game. It's how the game plays you.,"Veteran spy Nathan Muir is on the verge of retiring from the CIA when he learns that his one-time protégé and close friend, Tom Bishop, is a political prisoner sentenced to die in Beijing. Although their friendship has been marred by bad blood and resentment, Muir agrees to take on the most dangerous mission of his career and rescue Bishop.",2001,126,143049560,92000000,27.166757,6.8,579,https://image.tmdb.org/t/p/w500//6y8M1rxjKofQCRKKe6xeV91K2Fc.jpg
2067,Mission to Mars,Let There Be Life.,"When contact is lost with the crew of the first Mars expedition, a rescue mission is launched to discover their fate.",2000,114,60874615,90000000,16.058284,5.7,369,https://image.tmdb.org/t/p/w500//cTKWoBpN5Gvi0vpMb9mLtYlwXqT.jpg
46195,Rio,1 out of every 8 Americans is afraid of flying. Most of them don't have feathers.,"Captured by smugglers when he was just a hatchling, a macaw named Blu never learned to fly and lives a happily domesticated life in Minnesota with his human friend, Linda. Blu is thought to be the last of his kind, but when word comes that Jewel, a lone female, lives in Rio de Janeiro, Blu and Linda go to meet her. Animal smugglers kidnap Blu and Jewel, but the pair soon escape and begin a perilous adventure back to freedom -- and Linda.",2011,96,484635760,90000000,46.200042,6.5,2166,https://image.tmdb.org/t/p/w500//4nJxhUknKV8Gqdhov8pU1YWDYfb.jpg
2277,Bicentennial Man,One robot's 200 year journey to become an ordinary man.,"Richard Martin buys a gift, a new NDR-114 robot. The product is named Andrew by the youngest of the family's children. ""Bicentennial Man"" follows the life and times of Andrew, a robot purchased as a household appliance programmed to perform menial tasks. As Andrew begins to experience emotions and creative thought, the Martin family soon discovers they don't have an ordinary robot.",1999,131,93700000,100000000,24.939295,6.9,963,https://image.tmdb.org/t/p/w500//wrs23eO0VEWwOQpXoOasMnlW9Y4.jpg
10357,Volcano,The coast is toast,"An earthquake shatters a peaceful Los Angeles morning and opens a fissure deep into the earth, causing lava to start bubbling up. As a volcano begins forming in the La Brea Tar Pits, the director of the city's emergency management service, Mike Roark, working with geologist Amy Barnes, must then use every resource in the city to try and stop the volcano from consuming Los Angeles.",1997,104,0,90000000,19.836124,5.2,376,https://image.tmdb.org/t/p/w500//5xIjktjXuro7anZ6AR58t5ZYWjQ.jpg
4477,The Devil's Own,"They come from different worlds. They fight for different causes. Now, two men from opposite sides of the law are about to go to war.","Frankie McGuire, one of the IRA's deadliest assassins, draws an American family into the crossfire of terrorism. But when he is sent to the U.S. to buy weapons, Frankie is housed with the family of Tom O'Meara, a New York cop who knows nothing about Frankie's real identity. Their surprising friendship, and Tom's growing suspicions, forces Frankie to choose between the promise of peace or a lifetime of murder.",1997,107,140807547,90000000,15.350451,5.9,290,https://image.tmdb.org/t/p/w500//3KIPu7H3tST0j4tpqdKpQZUBCQz.jpg
8665,K-19: The Widowmaker,Fate has found its hero.,"When Russia's first nuclear submarine malfunctions on its maiden voyage, the crew must race to save the ship and prevent a nuclear disaster.",2002,138,35168966,100000000,15.625949,6.1,264,https://image.tmdb.org/t/p/w500//ji7YWKx40TM8YexbRqfJZKMhQY3.jpg
9387,Conan the Barbarian,Thief. Warrior. Gladiator. King.,"A film adaptation of the classic sword and sorcery hero, Conan the Barbarian. A horde of rampaging warriors massacre the parents of young Conan and enslave the young child for years on The Wheel of Pain. As the sole survivor of the childhood massacre, Conan is released from slavery and taught the ancient arts of fighting. Transforming himself into a killing machine, Conan travels into the wilderness to seek vengeance on Thulsa Doom, the man responsible for killing his family. In the wilderness, Conan takes up with the thieves Valeria and Subotai. The group comes upon King Osric, who wants the trio of warriors to help rescue his daughter who has joined Doom in the hills.",1982,129,79114085,20000000,31.802807,6.6,650,https://image.tmdb.org/t/p/w500//qw2A587Ee61IwcSOLNFRhuOACZZ.jpg
921,Cinderella Man,One man's extraordinary fight to save the family he loved.,"The true story of boxer, Jim Braddock who, in the 1920’s after his retirement, has a surprise comeback in order to get him and his family out of a socially poor state.",2005,144,108539911,88000000,24.100863,7.3,616,https://image.tmdb.org/t/p/w500//i7OYyyAB2pSW9YwK0M2swDz6xSc.jpg
49852,The Nutcracker: The Untold Story,,"Set in 1920's Vienna, this a tale of a little girl, whose godfather gives her a special doll one Christmas Eve.",2010,110,16178959,90000000,3.593349,5.4,50,https://image.tmdb.org/t/p/w500//8qpovUSOZiqFOpsHoByfKojI8iC.jpg
4464,Seabiscuit,The hopes of a nation rode on a long shot.,True story of the undersized Depression-era racehorse whose victories lifted not only the spirits of the team behind it but also those of their nation.,2003,141,148336445,87000000,14.824166,6.7,216,https://image.tmdb.org/t/p/w500//5m7NfZvxYsSm2YBCJ2VPQf8ziKr.jpg
664,Twister,The Dark Side of Nature.,"TV weatherman Bill Harding is trying to get his tornado-hunter wife, Jo, to sign divorce papers so he can marry his girlfriend Melissa. But Mother Nature, in the form of a series of intense storms sweeping across Oklahoma, has other plans. Soon the three have joined the team of stormchasers as they attempt to insert a revolutionary measuring device into the very heart of several extremely violent tornados.",1996,113,494471524,92000000,32.079995,6.1,950,https://image.tmdb.org/t/p/w500//fZ0Y2qSDKQJolrQhIDpTwx3GlYB.jpg
8358,Cast Away,"At the edge of the world, his journey begins.","Chuck, a top international manager for FedEx, and Kelly, a Ph.D. student, are in love and heading towards marriage. Then Chuck's plane to Malaysia ditches at sea during a terrible storm. He's the only survivor, and he washes up on a tiny island with nothing but some flotsam and jetsam from the aircraft's cargo.",2000,143,429632142,90000000,57.739713,7.5,3218,https://image.tmdb.org/t/p/w500//7lLJgKnAicAcR5UEuo8xhSMj18w.jpg
9836,Happy Feet,WARNING: May Cause Toe-Tapping.,"Into the world of the Emperor Penguins, who find their soul mates through song, a penguin is born who cannot sing. But he can tap dance something fierce!",2006,108,384335608,100000000,37.272385,5.9,1410,https://image.tmdb.org/t/p/w500//zP4CK9O70P8GDilfTkPm4lrmaks.jpg
2502,The Bourne Supremacy,They should have left him alone.,"When a CIA operation to purchase classified Russian documents is blown by a rival agent, who then shows up in the sleepy seaside village where Bourne and Marie have been living. The pair run for their lives and Bourne, who promised retaliation should anyone from his former life attempt contact, is forced to once again take up his life as a trained assassin to survive.",2004,108,288500217,75000000,53.213931,7.2,2825,https://image.tmdb.org/t/p/w500//7IYGiDrquvX3q7e9PV6Pejs6b2g.jpg
9772,Air Force One,The fate of a nation rests on the courage of one man.,"Russian terrorists conspire to hijack the aircraft with the president and his family on board. The commander in chief finds himself facing an impossible predicament: give in to the terrorists and sacrifice his family, or risk everything to uphold his principles - and the integrity of the nation.",1997,124,315156409,85000000,36.38795,6.2,840,https://image.tmdb.org/t/p/w500//vE0Yl8oc4bfFuoGH30IORxQ6e9A.jpg
161,Ocean's Eleven,Are you in or out?,"Less than 24 hours into his parole, charismatic thief Danny Ocean is already rolling out his next plan: In one night, Danny's hand-picked crew of specialists will attempt to steal more than $150 million from three Las Vegas casinos. But to score the cash, Danny risks his chances of reconciling with ex-wife, Tess.",2001,116,450717150,85000000,60.929352,7.2,3783,https://image.tmdb.org/t/p/w500//hQQCdZrsHtZyR6NbKH2YyCqd2fR.jpg
52451,The Three Musketeers,Every legend has a new beginning.,The hot-headed young D'Artagnan along with three former legendary but now down on their luck Musketeers must unite and defeat a beautiful double agent and her villainous employer from seizing the French throne and engulfing Europe in war.,2011,110,132274484,75000000,36.605246,5.6,924,https://image.tmdb.org/t/p/w500//woCADkkDIIKrOMEokbFOEsAYtUa.jpg
76492,Hotel Transylvania,Where monsters go to get away from it all,"Dracula, who operates a high-end resort away from the human world, goes into overprotective mode when a boy discovers the resort and falls for the count's teen-aged daughter.",2012,91,358375603,85000000,56.257411,6.8,2566,https://image.tmdb.org/t/p/w500//eJGvzGrsfe2sqTUPv5IwLWXjVuR.jpg
4523,Enchanted,This fairytale princess is about to meet a real Prince Charming,"The beautiful princess Giselle is banished by an evil queen from her magical, musical animated land and finds herself in the gritty reality of the streets of modern-day Manhattan. Shocked by this strange new environment that doesn't operate on a ""happily ever after"" basis, Giselle is now adrift in a chaotic world badly in need of enchantment. But when Giselle begins to fall in love with a charmingly flawed divorce lawyer who has come to her aid - even though she is already promised to a perfect fairy tale prince back home - she has to wonder: Can a storybook view of romance survive in the real world?",2007,107,340487652,85000000,29.21998,6.6,1449,https://image.tmdb.org/t/p/w500//8KCNzCArLlvLdQoHx6npua2VSVc.jpg
59961,Safe House,No one is safe,"A dangerous CIA renegade resurfaces after a decade on the run. When the safe house he's remanded to is attacked by mercenaries, a rookie operative escapes with him. Now, the unlikely allies must stay alive long enough to uncover who wants them dead.",2012,115,208076205,85000000,34.773106,6.3,1345,https://image.tmdb.org/t/p/w500//7SYBPjv5ywF6cI4BSFFtlDyChT2.jpg
10481,102 Dalmatians,Meet Two Unlikely Heroes With A Bone To Pick.,"Get ready for a howling good time as an all new assortment of irresistible animal heroes are unleashed in this great family tail! In an unlikely alliance, the outrageous Waddlesworth... a parrot who thinks he's a Rottweiler... teams up with Oddball... an un-marked Dalmation puppy eager to earn her spots! Together they embark on a laugh-packed quest to outwit the ever-scheming Cruella De Vil",2000,100,183611771,85000000,9.895061,5.1,313,https://image.tmdb.org/t/p/w500//dSxnIika9yWwTvEbpsmoGdeh65E.jpg
59108,Tower Heist,Ordinary guys. An extraordinary robbery.,"A luxury condo manager leads a staff of workers to seek payback on the Wall Street swindler who defrauded them. With only days until the billionaire gets away with the perfect crime, the unlikely crew of amateur thieves enlists the help of petty crook Slide to steal the $20 million they’re sure is hidden in the penthouse.",2011,104,152930623,75000000,36.743324,5.8,932,https://image.tmdb.org/t/p/w500//1HcOyMODYZXnncMikfhYkw3x2ss.jpg
1581,The Holiday,It's Christmas Eve and we are going to go celebrate being young and being alive.,"Two women, one (Cameron Diaz) from America and one (Kate Winslet) from Britain, swap homes at Christmastime after bad breakups with their boyfriends. Each woman finds romance with a local man (Jude Law, Jack Black) but realizes that the imminent return home may end the relationship.",2006,136,194168700,85000000,44.967453,6.7,1225,https://image.tmdb.org/t/p/w500//6fbqG49Q7IWBWdyJ7asNTcNbnG6.jpg
9798,Enemy of the State,It's not paranoia if they're really after you.,"Hotshot Washington lawyer, Robert Dean becomes a victim of high-tech identity theft when a hacker slips an incriminating video into his pocket. Soon, a rogue National Security agent sets out to recover the tape – and destroy Dean.",1998,132,250649836,90000000,41.207568,6.7,1240,https://image.tmdb.org/t/p/w500//x9pXrMKLsBGGOFyyZ0Gwt9YpVub.jpg
22897,It's Complicated,First comes marriage. Then comes divorce. And then...,"Ten years after their divorce, Jane and Jake Adler unite for their son's college graduation and unexpectedly end up sleeping together. But Jake is married, and Jane is embarking on a new romance with her architect. Now, she has to sort out her life – just when she thought she had it all figured out.",2009,121,219103655,85000000,16.479851,6.2,360,https://image.tmdb.org/t/p/w500//Act1ypvpDNVzWbceIktX6KmmNhh.jpg
298,Ocean's Thirteen,What are the odds of getting even? 13 to one.,"Danny Ocean's team of criminals are back and composing a plan more personal than ever. When ruthless casino owner Willy Bank doublecrosses Reuben Tishkoff, causing a heart attack, Danny Ocean vows that he and his team will do anything to bring down Willy Bank along with everything he's got. Even if it means asking for help from an enemy.",2007,122,311312624,85000000,42.069993,6.5,1999,https://image.tmdb.org/t/p/w500//pBsZs4zYUiUTemqbikTZ76iQRaU.jpg
7484,Open Season,One Fur All & All Fur One,"Boog, a domesticated 900lb. Grizzly bear finds himself stranded in the woods 3 days before Open Season. Forced to rely on Elliot, a fast-talking mule deer, the two form an unlikely friendship and must quickly rally other forest animals if they are to form a rag-tag army against the hunters.",2006,83,197309027,85000000,26.61951,6.1,656,https://image.tmdb.org/t/p/w500//w5Lctmkc1yah215Luxmci4djaiW.jpg
157350,Divergent,What makes you different makes you dangerous.,"In a world divided into factions based on personality types, Tris learns that she's been classified as Divergent and won't fit in. When she discovers a plot to destroy Divergents, Tris and the mysterious Four must find out what makes Divergents dangerous before it's too late.",2014,139,288747895,85000000,80.316463,6.9,4663,https://image.tmdb.org/t/p/w500//aNh4Q3iuPKDMPi2SL7GgOpiLukX.jpg
853,Enemy at the Gates,Some Men Are Born To Be Heroes.,Enemy at the Gates is a war film from Jean-Jacques Annaud from 2001 that takes place during the battle of Stalingard in World War II between the Russians and the Germans.,2001,131,96976270,68000000,41.273567,7.2,999,https://image.tmdb.org/t/p/w500//9cSoNnB31hGY2mL78VT8mAbz6nR.jpg
10159,The Rundown,cut to the chase,"When Travis, the mouthy son of a criminal, disappears in the Amazon in search of a treasured artifact, his father sends in Beck, who becomes Travis's rival for the affections of Mariana, a mysterious Brazilian woman. With his steely disposition, Beck is a man of few words -- but it takes him all the discipline he can muster to work with Travis to nab a tyrant who's after the same treasure.",2003,104,80916492,85000000,24.107835,6.4,514,https://image.tmdb.org/t/p/w500//cwNeP2fz0vqNhmKIcSgLD0xc6g2.jpg
9593,Last Action Hero,This isn't the movies anymore.,"Danny is obsessed with a fictional movie character action hero Jack Slater. When a magical ticket transports him into Jack's latest adventure, Danny finds himself in a world where movie magic and reality collide. Now it's up to Danny to save the life of his hero and new friend.",1993,130,137298489,85000000,32.044191,6.1,712,https://image.tmdb.org/t/p/w500//yTfjHPqh7C7bkfMtEKx2mPdorQw.jpg
1904,Memoirs of a Geisha,"My world is as forbidden as it is fragile; without its mysteries, it cannot survive.","A sweeping romantic epic set in Japan in the years before World War II, a penniless Japanese child is torn from her family to work as a maid in a geisha house.",2005,145,162242962,85000000,16.595874,7.3,652,https://image.tmdb.org/t/p/w500//pBwYsQaSTgnPphIy02DJjCF2cqs.jpg
9615,The Fast and the Furious: Tokyo Drift,"On the streets of Tokyo, speed needs no translation...","In order to avoid a jail sentence, Sean Boswell heads to Tokyo to live with his military father. In a low-rent section of the city, Shaun gets caught up in the underground world of drift racing",2006,104,158468292,85000000,8.282876,6.1,1705,https://image.tmdb.org/t/p/w500//46xqGOwHbh2TH2avWSw3SMXph4E.jpg
51052,Arthur Christmas,Ever wonder how 2 Billion presents get delivered all in 1 night?,"Each Christmas, Santa and his vast army of highly trained elves produce gifts and distribute them around the world in one night. However, when one of 600 million children to receive a gift from Santa on Christmas Eve is missed, it is deemed ‘acceptable’ to all but one – Arthur. Arthur Claus is Santa’s misfit son who executes an unauthorized rookie mission to get the last present half way around the globe before dawn on Christmas morning.",2011,97,0,0,19.83683,6.7,333,https://image.tmdb.org/t/p/w500//yF7SNheAGWavNnjbAronedwjC1N.jpg
297,Meet Joe Black,Sooner or later everyone does.,"When the grim reaper comes to collect the soul of megamogul Bill Parrish, he arrives with a proposition: Host him for a ""vacation"" among the living in trade for a few more days of existence. Parrish agrees, and using the pseudonym Joe Black, Death begins taking part in Parrish's daily agenda and falls in love with the man's daughter. Yet when Black's holiday is over, so is Parrish's life.",1998,178,142940100,90000000,36.069611,6.9,1147,https://image.tmdb.org/t/p/w500//fDPAjvfPMomkKF7cMRmL5Anak61.jpg
9884,Collateral Damage,What would you do if you lost everything?,Firefighter Gordon Brewer is plunged into the complex and dangerous world of international terrorism after he loses his wife and child in a bombing credited to Claudio 'The Wolf' Perrini.,2002,108,78382433,85000000,18.827753,5.5,427,https://image.tmdb.org/t/p/w500//uyzgI1jqMjQMzbjhMrWvWHd76Ua.jpg
16858,All That Jazz,All that work. All that glitter. All that pain. All that love. All that crazy rhythm. All that jazz.,"Bob Fosse's semi-autobiographical film celebrates show business stripped of glitz or giddy illusions. Joe Gideon (Roy Scheider) is at the top of the heap, one of the most successful directors and choreographers in musical theatre. But he can feel his world slowly collapsing around him--his obsession with work has almost destroyed his personal life, and only his bottles of pills keep him going.",1979,123,37823676,0,5.159407,7.3,85,https://image.tmdb.org/t/p/w500//egrZJPM0QCbUOEaWRVfnXdfURV9.jpg
62764,Mirror Mirror,The Snow White legend comes alive.,"After she spends all her money, an evil enchantress queen schemes to marry a handsome, wealthy prince. There's just one problem - he's in love with a beautiful princess, Snow White. Now, joined by seven rebellious dwarves, Snow White launches an epic battle of good vs. evil...",2012,106,183018522,85000000,48.126297,5.5,1114,https://image.tmdb.org/t/p/w500//pys6zIJN8Sxlk2Ss2GZuYuXPbtw.jpg
22538,Scott Pilgrim vs. the World,Get the hot girl. Defeat her evil exes. Hit love where it hurts.,"Scott Pilgrim is a film adaptation of the critically acclaimed, award-winning series of graphic novels of the same name by Canadian cartoonist Bryan Lee O’Malley. Scott Pilgrim is a 23 year old Canadian slacker and wannabe rockstar who falls in love with an American delivery girl, Ramona V. Flowers, and must defeat her seven ""evil exes"" to be able to date her.",2010,112,47664559,60000000,38.885195,7.2,2126,https://image.tmdb.org/t/p/w500//g5IoYeudx9XBEfwNL0fHvSckLBz.jpg
9341,The Core,Earth has a deadline.,"Geophysicist Dr. Josh Keyes discovers that an unknown force has caused the earth's inner core to stop rotating. With the planet's magnetic field rapidly deteriorating, our atmosphere literally starts to come apart at the seams with catastrophic consequences. To resolve the crisis, Keyes, along with a team of the world's most gifted scientists, travel into the earth's core. Their mission: detonate a device that will reactivate the core.",2003,136,74208267,60000000,29.211255,5.4,516,https://image.tmdb.org/t/p/w500//jaG2vih2z4V5fP9pnYSIL65lr8d.jpg
12107,Nutty Professor II: The Klumps,The Klumps are back!,"The hilarity begins when professor Sherman Klump finds romance with fellow DNA specialist, Denise Gaines, and discovers a brilliant formula that reverses aging. But Sherman's thin and obnoxious alter ego, Buddy Love, wants out...and a big piece of the action. And when Buddy gets loose, things get seriously nutty.",2000,106,123307945,84000000,17.783361,4.7,332,https://image.tmdb.org/t/p/w500//7HlhufckAoQb1yIu3FNu339Iuv4.jpg
9637,Scooby-Doo,Get a Clue,"The Mystery Inc. gang have gone their separate ways and have been apart for two years, until they each receive an invitation to Spooky Island. Not knowing that the others have also been invited, they show up and discover an amusement park that affects young visitors in very strange ways.",2002,88,275650703,84000000,31.435539,5.4,820,https://image.tmdb.org/t/p/w500//mTAiBJGg8mqEfnYHHbi37ZoRSZm.jpg
49049,Dredd,Judgement is coming,"In the future, America is a dystopian wasteland. The latest scourge is Ma-Ma, a prostitute-turned-drug pusher with a dangerous new drug and aims to take over the city. The only possibility of stopping her is an elite group of urban police called Judges, who combine the duties of judge, jury and executioner to deliver a brutal brand of swift justice. But even the top-ranking Judge, Dredd, discovers that taking down Ma-Ma isn’t as easy as it seems in this explosive adaptation of the hugely popular comic series.",2012,95,41037742,50000000,57.673932,6.6,1940,https://image.tmdb.org/t/p/w500//wLx65gtGVnUFCxceHWGszcruCZj.jpg
9339,Click,What If You Had A Remote... That Controlled Your Universe?,A workaholic architect finds a universal remote that allows him to fast-forward and rewind to different parts of his life. Complications arise when the remote starts to overrule his choices.,2006,107,237681299,82500000,41.176631,6.0,2104,https://image.tmdb.org/t/p/w500//oL0k5JA53PyoHSZqKb3cNkhwBCE.jpg
16281,Creepshow,The Most Fun You'll Ever Have... BEING SCARED!,"Inspired by the E.C. comics of the 1950s, George A.Romero and Stephen King bring five tales of terror to the screen.",1982,120,21028755,8000000,13.661289,6.7,226,https://image.tmdb.org/t/p/w500//4SoyTCEpsgLjX6yAyMsx3AsAyRQ.jpg
39691,Cats & Dogs 2 : The Revenge of Kitty Galore,Just like real spies... only furrier.,The ongoing war between the canine and feline species is put on hold when they join forces to thwart a rogue cat spy with her own sinister plans for conquest.,2010,82,112483764,85000000,11.77398,4.9,119,https://image.tmdb.org/t/p/w500//nTsZT66I4U3aS9ezLdOKacfvo8T.jpg
8247,Jumper,anywhere is possible.,"David Rice is a man who knows no boundaries, a Jumper, born with the uncanny ability to teleport instantly to anywhere on Earth. When he discovers others like himself, David is thrust into a dangerous and bloodthirsty war while being hunted by a sinister and determined group of zealots who have sworn to destroy all Jumpers. Now, David’s extraordinary gift may be his only hope for survival!",2008,88,222231186,85000000,21.218,5.9,1799,https://image.tmdb.org/t/p/w500//3pPZ9JhNz3VMmASVir5SMHvTDUU.jpg
11253,Hellboy II: The Golden Army,Saving the world is a hell of a job.,"In this continuation to the adventure of the demon superhero, an evil elf breaks an ancient pact between humans and creatures, as he declares war against humanity. He is on a mission to release The Golden Army, a deadly group of fighting machines that can destroy the human race. As Hell on Earth is ready to erupt, Hellboy and his crew set out to defeat the evil prince.",2008,120,160388063,85000000,58.57976,6.5,1527,https://image.tmdb.org/t/p/w500//zO0Wdrxnhx3KoJEvychSmnY3urC.jpg
1949,Zodiac,There's more than one way to lose your life to a killer.,"The true story of the investigation of 'The Zodiac Killer',  a serial killer who terrified the San Francisco Bay Area, taunting police with his ciphers and letters. The case becomes an obsession for four men as their lives and careers are built and destroyed by the endless trail of clues.",2007,157,84785914,65000000,51.970905,7.3,2023,https://image.tmdb.org/t/p/w500//6YmeO4pB7XTh8P8F960O1uA14JO.jpg
8452,The 6th Day,Are You Who You Think You Are,Futuristic action about a man who meets a clone of himself and stumbles into a grand conspiracy about clones taking over the world.,2000,123,96085477,82000000,18.447479,5.7,595,https://image.tmdb.org/t/p/w500//nlbB47qp1oxEtts9Ik3UYAwKWHM.jpg
310,Bruce Almighty,In Bruce we trust,"Bruce Nolan toils as a ""human interest"" television reporter in Buffalo, N.Y. Despite his high ratings and the love of his beautiful girlfriend, Grace, Bruce remains unfulfilled. At the end of the worst day in his life, he angrily ridicules God -- and the Almighty responds, endowing Bruce with all of His divine powers.",2003,101,484572835,80000000,109.684788,6.4,3012,https://image.tmdb.org/t/p/w500//3XJKBKh9Km89EoUEitVTSnrlAkZ.jpg
27578,The Expendables,Choose Your Weapon.,"Barney Ross leads a band of highly skilled mercenaries including knife enthusiast Lee Christmas, a martial arts expert, heavy weapons specialist, demolitionist, and a loose-cannon sniper. When the group is commissioned by the mysterious Mr. Church to assassinate the dictator of a small South American island, Barney and Lee visit the remote locale to scout out their opposition and discover the true nature of the conflict engulfing the city.",2010,103,274470394,80000000,77.580661,6.0,2926,https://image.tmdb.org/t/p/w500//j09ZkH6R4JWVylBcDai1laCmGw7.jpg
954,Mission: Impossible,Expect the Impossible.,"When Ethan Hunt, the leader of a crack espionage team whose perilous operation has gone awry with no explanation, discovers that a mole has penetrated the CIA, he's surprised to learn that he's the No. 1 suspect. To clear his name, Hunt now must ferret out the real double agent and, in the process, even the score.",1996,110,457696359,80000000,75.290998,6.7,2631,https://image.tmdb.org/t/p/w500//l5uxY5m5OInWpcExIpKG6AR3rgL.jpg
70160,The Hunger Games,May The Odds Be Ever In Your Favor.,"Every year in the ruins of what was once North America, the nation of Panem forces each of its twelve districts to send a teenage boy and girl to compete in the Hunger Games.  Part twisted entertainment, part government intimidation tactic, the Hunger Games are a nationally televised event in which “Tributes” must fight with one another until one survivor remains.  Pitted against highly-trained Tributes who have prepared for these Games their entire lives, Katniss is forced to rely upon her sharp instincts as well as the mentorship of drunken former victor Haymitch Abernathy.  If she’s ever to return home to District 12, Katniss must make impossible choices in the arena that weigh survival against humanity and life against love. The world will be watching.",2012,142,691210692,75000000,68.550698,6.9,9455,https://image.tmdb.org/t/p/w500//yXCbOiVDCxO71zI7cuwBRXdftq8.jpg
45243,The Hangover Part II,The Wolfpack Is Back,"The Hangover crew heads to Thailand for Stu's wedding. After the disaster of a bachelor party in Las Vegas last year, Stu is playing it safe with a mellow pre-wedding brunch. However, nothing goes as planned and Bangkok is the perfect setting for another adventure with the rowdy group.",2011,102,254455986,80000000,58.040149,6.2,3739,https://image.tmdb.org/t/p/w500//jrP9zmdSUpOzzUXpEqPqg3dryUr.jpg
364,Batman Returns,"The Bat, the Cat, the Penguin.","Having defeated the Joker, Batman now faces the Penguin - a warped and deformed individual who is intent on being accepted into Gotham society. Crooked businessman Max Schreck is coerced into helping him become Mayor of Gotham and they both attempt to expose Batman in a different light. Selina Kyle, Max's secretary, is thrown from the top of a building and is transformed into Catwoman - a mysterious figure who has the same personality disorder as Batman. Batman must attempt to clear his name, all the time deciding just what must be done with the Catwoman.",1992,126,280000000,80000000,59.113174,6.6,1673,https://image.tmdb.org/t/p/w500//jKBjeXM7iBBV9UkUcOXx3m7FSHY.jpg
7518,Over the Hedge,Taking back the neighborhood... One snack at a time.,"A scheming raccoon fools a mismatched family of forest creatures into helping him repay a debt of food, by invading the new suburban sprawl that popped up while they were hibernating – and learns a lesson about family himself.",2006,83,343397247,80000000,36.32705,6.3,1074,https://image.tmdb.org/t/p/w500//jtZnymorbnHY7mOiBXR14ZDJseM.jpg
11544,Lilo & Stitch,He's coming to our galaxy.,"A lonely Hawaiian girl named Lilo is being raised by her older sister, Nani, after their parents die -- under the watch of social worker Cobra Bubbles. When Lilo adopts a funny-looking dog and names him ""Stitch,"" she doesn't realize her new best friend is a wacky alien created by mad scientist Dr. Jumba.",2002,85,145771527,80000000,55.659988,7.1,1314,https://image.tmdb.org/t/p/w500//m13Vbzv7R2GMAl3GXFrkmMEgCFQ.jpg
9986,Charlotte's Web,"Something unexpected, unbelievable, unforgettable.","Wilbur the pig is scared of the end of the season, because he knows that come that time, he will end up on the dinner table. He hatches a plan with Charlotte, a spider that lives in his pen, to ensure that this will never happen.",2006,97,144000000,85000000,14.132583,5.8,288,https://image.tmdb.org/t/p/w500//fU0IR5HF8KxQbZijuWKPTrY81Qv.jpg
8656,Deep Impact,Heaven and Earth are about to collide.,"A seven-mile-wide space rock is hurtling toward Earth, threatening to obliterate the planet. Now, it's up to the president of the United States to save the world. He appoints a tough-as-nails veteran astronaut to lead a joint American-Russian crew into space to destroy the comet before impact. Meanwhile, an enterprising reporter uses her smarts to uncover the scoop of the century.",1998,120,140464664,75000000,34.070054,5.9,855,https://image.tmdb.org/t/p/w500//a3vQS7JKqlOb3MdVJHuTCP9s7Mg.jpg
146216,RED 2,The best never rest.,Retired C.I.A. agent Frank Moses reunites his unlikely team of elite operatives for a global quest to track down a missing portable nuclear device.,2013,116,0,84000000,44.34333,6.4,1526,https://image.tmdb.org/t/p/w500//jW7bHZgkHKUtUJCsThFuqbZGVUL.jpg
9291,The Longest Yard,"If you can't get out, get even.","Pro quarter-back, Paul Crewe and former college champion and coach, Nate Scarboro are doing time in the same prison. Asked to put together a team of inmates to take on the guards, Crewe enlists the help of Scarboro to coach the inmates to victory in a football game 'fixed' to turn out quite another way.",2005,113,190320568,82000000,26.065735,6.2,785,https://image.tmdb.org/t/p/w500//nbKcVBcxF96ARW2oKHqDYAcLdu.jpg
